id	time	src_name	src_addr	src_port	dst_name	dst_addr	dst_port	type
923321532	1492089251338	sparkWorker	172.16.181.48	59422	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.48:40969,NettyRpcEndpointRef(spark://endpoint-verifier@dynalloc1.fyre.ibm.com:7077),CheckExistence(Master))
923321533	1492089251562	sparkWorker	172.16.181.48	59422	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.48:40969,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),RegisterWorker(worker-20170413061357-172.16.181.48-40969,172.16.181.48,40969,NettyRpcEndpointRef(spark://Worker@172.16.181.48:40969),8,14862,http://172.16.181.48:5010))
923321534	1492089251603	sparkWorker	172.16.181.48	59422	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.48:40969,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),WorkerLatestState(worker-20170413061357-172.16.181.48-40969,List(),ArrayBuffer()))
923321535	1492089251626	sparkWorker	172.16.181.48	59422	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.48:40969,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),Heartbeat(worker-20170413061357-172.16.181.48-40969,NettyRpcEndpointRef(spark://Worker@172.16.181.48:40969)))
1888426095	1492089255259	sparkWorker	172.16.181.82	59068	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.82:37555,NettyRpcEndpointRef(spark://endpoint-verifier@dynalloc1.fyre.ibm.com:7077),CheckExistence(Master))
1888426096	1492089255478	sparkWorker	172.16.181.82	59068	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.82:37555,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),RegisterWorker(worker-20170413061414-172.16.181.82-37555,172.16.181.82,37555,NettyRpcEndpointRef(spark://Worker@172.16.181.82:37555),8,14862,http://172.16.181.82:5010))
1888426097	1492089255510	sparkWorker	172.16.181.82	59068	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.82:37555,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),WorkerLatestState(worker-20170413061414-172.16.181.82-37555,List(),ArrayBuffer()))
1888426098	1492089255531	sparkWorker	172.16.181.82	59068	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.82:37555,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),Heartbeat(worker-20170413061414-172.16.181.82-37555,NettyRpcEndpointRef(spark://Worker@172.16.181.82:37555)))
923321536	1492089266598	sparkWorker	172.16.181.48	59422	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.48:40969,NettyRpcEndpointRef(spark://Master@dynalloc1.fyre.ibm.com:7077),Heartbeat(worker-20170413061357-172.16.181.48-40969,NettyRpcEndpointRef(spark://Worker@172.16.181.48:40969)))
234525521	1492089268814	sparkDriver	172.16.181.46	56458	sparkMaster	172.16.181.46	7077	RequestMessage(172.16.181.46:46507,NettyRpcEndpointRef(spark://endpoint-verifier@dynalloc1.fyre.ibm.com:7077),CheckExistence(Master))
